"行","事務所コード","関与先コード","納税者(関与先)","決算月","申請・届出書類名","提出先","電子申請データ作成","電子署名(納税者)","電子署名(税理士)","送信","申請受付日時","即時通知","受信通知","送付書","提出期限","報告書","実践報告","監査担当者"
"50","5121","585","相生エンジニアリング株式会社","8","異動届出書","税務署"," 4. 4.27(14:37)",,"完了","済"," 4. 4.28(18:24)","正常","正常",,,,"－","岩崎　健大"
"51","15180","335","葵光房スタジオ","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 4.21(10:59)",,"完了","済"," 4. 4.28(18:24)","正常","正常",,,,"－","岡本　拓"
"52","5121","844","株式会社　ＧＬＬ工業","9","（地方）異動届","広島市"," 4. 4.25(12:39)",,"完了","済"," 4. 4.28(18:10)","正常","正常",," 4. 4.28",,"－","二間　晃治"
"53","5121","844","株式会社　ＧＬＬ工業","9","（地方）異動届","広島県西部県税事務所（廿日市）"," 4. 4.25(12:39)",,"完了","済"," 4. 4.28(18:10)","正常","正常",," 4. 4.28",,"－","二間　晃治"
"54","5121","983","有限会社　熊本企画","3","（地方）異動届","広島市"," 4. 4.28(08:47)",,"完了","済"," 4. 4.28(18:10)","正常","正常",," 4. 4.28",,"－","吉田　由美"
"55","5121","983","有限会社　熊本企画","3","（地方）異動届","広島県西部県税事務所（広島）"," 4. 4.28(08:47)",,"完了","済"," 4. 4.28(18:10)","正常","正常",," 4. 4.28",,"－","吉田　由美"
"56","5121","844","株式会社　ＧＬＬ工業","9","異動届出書","税務署"," 4. 4.25(12:39)",,"完了","済"," 4. 4.28(18:10)","正常","正常",," 4. 4.28",,"－","二間　晃治"
"57","5121","983","有限会社　熊本企画","3","異動届出書","税務署"," 4. 4.28(08:47)",,"完了","済"," 4. 4.28(18:09)","正常","正常",," 4. 4.28",,"－","吉田　由美"
"58","15180","375","ココ歯科","12","源泉所得税の納期の特例の承認に関する申請書","税務署"," 4. 4. 4(16:16)",,"完了","済"," 4. 4.21(16:23)","正常","正常",,,"○","－","胤森　和樹"
"59","15180","375","ココ歯科","12","所得税の青色申告承認申請書","税務署"," 4. 4. 4(16:16)",,"完了","済"," 4. 4.21(16:22)","正常","正常",,,"○","－","胤森　和樹"
"60","15180","375","ココ歯科","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 4. 4(16:16)",,"完了","済"," 4. 4.21(16:22)","正常","正常",,,"○","－","胤森　和樹"
"61","15180","375","ココ歯科","12","個人事業の開業・廃業等届出書","税務署"," 4. 4. 4(16:16)",,"完了","済"," 4. 4.21(16:22)","正常","正常",,,"○","－","胤森　和樹"
"62","5121","683","河野　元気",,"所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.28(16:23)",,"完了","済"," 4. 4.21(16:20)","正常","正常",,,"○","－","三上　貴史"
"63","5121","632","未来夢　株式会社","3","（地方）異動届","綾川町"," 4. 4.14(17:50)",,"完了","済"," 4. 4.21(16:13)","正常","正常",,,"○","－","加藤　雄也"
"64","5121","632","未来夢　株式会社","3","（地方）異動届","香川県県税事務所"," 4. 4.14(17:50)",,"完了","済"," 4. 4.21(16:13)","正常","正常",,,"○","－","加藤　雄也"
"65","5121","523","医療法人しみずハート内科クリニック","2","消費税課税事業者届出書","税務署"," 4. 4.19(10:03)",,"完了","済"," 4. 4.21(16:00)","正常","正常",,,"○","－","小林　政則"
"66","99999","390","土井　正男",,"青色事業専従者給与に関する届出・変更届出書","税務署"," 4. 4. 4(10:00)",,"完了","済"," 4. 4.21(15:58)","正常","正常","有"," 4. 4.30","○","－","山﨑　智之"
"67","99999","390","土井　正男",,"源泉所得税の納期の特例の承認に関する申請書","税務署"," 4. 4. 4(10:00)",,"完了","済"," 4. 4.21(15:58)","正常","正常",," 4. 4.30","○","－","山﨑　智之"
"68","5121","064","株式会社　天恵グループ","6","（地方）異動届","広島市"," 4. 4. 4(09:16)",,"完了","済"," 4. 4.21(15:51)","正常","正常",,,"○","－","山﨑　智之"
"69","5121","064","株式会社　天恵グループ","6","（地方）異動届","広島県西部県税事務所（廿日市）"," 4. 4. 4(09:16)",,"完了","済"," 4. 4.21(15:51)","正常","正常",,,"○","－","山﨑　智之"
"70","5121","064","株式会社　天恵グループ","6","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 4. 4(09:16)",,"完了","済"," 4. 4.21(15:51)","正常","正常",,,"○","－","山﨑　智之"
"71","5121","064","株式会社　天恵グループ","6","異動届出書","税務署"," 4. 4. 4(09:16)",,"完了","済"," 4. 4.21(15:51)","正常","正常",,,"○","－","山﨑　智之"
"72","99999","390","土井　昌子",,"所得税の青色申告承認申請書","税務署"," 4. 4. 4(10:48)",,"完了","済"," 4. 4.21(15:48)","正常","正常",," 4. 4.26",,"－","山﨑　智之"
"73","99999","390","土井　昌子",,"個人事業の開業・廃業等届出書","税務署"," 4. 4. 4(10:48)",,"完了","済"," 4. 4.21(15:48)","正常","正常",," 4. 4.26",,"－","山﨑　智之"
"74","15180","544","田中　清子",,"所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.30(12:03)",,"完了","済"," 4. 3.31(17:37)","正常","正常",,,,"－","山田　健司"
"75","15180","544","田中　俊二","12","所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.30(13:17)",,"完了","済"," 4. 3.31(17:37)","正常","正常",,,,"－","山田　健司"
"76","99999","445","森本　亮",,"消費税課税事業者届出書","税務署"," 4. 3.10(18:25)",,"完了","済"," 4. 3.30(19:59)","正常","正常","有",,,"－","三上　貴史"
"77","5121","232","佐々木　照子",,"所得税の青色申告の取りやめ届出書","税務署"," 4. 3.15(15:42)",,"完了","済"," 4. 3.30(19:59)","正常","正常",,,,"－","大野　弘貴"
"78","5121","232","佐々木　照子",,"給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 3.15(15:39)",,"完了","済"," 4. 3.30(19:59)","正常","正常",,,,"－","大野　弘貴"
"79","5121","232","佐々木　照子",,"個人事業の開業・廃業等届出書","税務署"," 4. 3.15(15:39)",,"完了","済"," 4. 3.30(19:59)","正常","正常",,,,"－","大野　弘貴"
"80","99999","458","羽月　隆太郎","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.25(09:51)",,"完了","済"," 4. 3.30(19:59)","正常","正常",,,,"－","小林　政則"
"81","15180","471","木のおもちゃ　木ままや","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.29(09:37)",,"完了","済"," 4. 3.30(19:59)","正常","正常",,,,"－","廣本　洋美"
"82","5121","940","株式会社　テラシエル・コーポレーション","4","消費税課税事業者届出書","税務署"," 4. 2.26(16:58)",,"完了","済"," 4. 3.30(19:59)","正常","正常",," 4. 4.30",,"－","二間　晃治"
"83","5121","940","株式会社　テラシエル・コーポレーション","4","消費税簡易課税制度選択届出書","税務署"," 4. 3.21(09:34)",,"完了","済"," 4. 3.30(19:59)","正常","正常",," 4. 4.30",,"－","二間　晃治"
"84","15180","428","ｂａｒ　Ｓｏｌａｓ","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3. 1(18:45)",,"完了","済"," 4. 3.30(19:59)","正常","正常",,,,"－","横井　要"
"85","99999","422","中村　奨成","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.22(14:02)",,"完了","済"," 4. 3.28(11:10)","正常","正常",,,"○","－","小林　政則"
"86","5121","034","有限会社　魚勝","3","消費税簡易課税制度選択不適用届出書","税務署"," 4. 3.23(17:02)",,"完了","済"," 4. 3.28(11:08)","正常","正常",,,,"－","横井　要"
"87","5121","092","エースプロジェクト　株式会社会社",,"（地方）法人設立・設置届出書","広島県西部県税事務所（広島）"," 4. 3.17(11:07)",,"完了","済"," 4. 3.17(11:18)","正常","正常",,,,"－","菊池　未紗"
"88","5121","092","エースプロジェクト　株式会社会社",,"（地方）法人設立・設置届出書","広島市"," 4. 3.17(11:07)",,"完了","済"," 4. 3.17(11:18)","正常","正常",,,,"－","菊池　未紗"
"89","5121","092","エースプロジェクト　株式会社会社",,"法人設立届出書","税務署"," 4. 3.17(11:09)",,"完了","済"," 4. 3.17(11:17)","正常","正常",,,,"－","菊池　未紗"
"90","5121","092","エースプロジェクト　株式会社会社",,"給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 3.17(11:06)",,"完了","済"," 4. 3.17(11:17)","正常","正常",,,,"－","菊池　未紗"
"91","5121","092","エースプロジェクト　株式会社会社",,"青色申告の承認申請書","税務署"," 4. 3.17(11:06)",,"完了","済"," 4. 3.17(11:17)","正常","正常",,,,"－","菊池　未紗"
"92","5121","092","エースプロジェクト　株式会社会社",,"源泉所得税の納期の特例の承認に関する申請書","税務署"," 4. 3.17(11:06)",,"完了","済"," 4. 3.17(11:17)","正常","正常",,,,"－","菊池　未紗"
"93","5121","386","川西　秀大",,"消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3. 9(16:10)",,"完了","済"," 4. 3.17(08:49)","正常","正常",," 4.12.31",,"－","山﨑　智之"
"94","15180","363","中華料理　四季","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.15(17:00)",,"完了","済"," 4. 3.17(08:49)","正常","正常",,,,"－","奥谷　佐代子"
"95","15180","785","ソニー生命保険株式会社","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.16(17:24)",,"完了","済"," 4. 3.17(08:49)","正常","正常",,,,"－","山﨑　智之"
"96","5121","224","渡邊　紀晶",,"所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.11(17:54)",,"完了","済"," 4. 3.15(23:00)","正常","正常",,,,"－","山田　健司"
"97","99999","464","竹田　洋輔",,"所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.14(10:00)",,"完了","済"," 4. 3.15(22:36)","正常","正常",,,,"－","山田　健司"
"98","15180","514","渡　大生","12","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 3.15(10:57)",,"完了","済"," 4. 3.15(22:36)","正常","正常",,,,"－","吉田　由美"
"99","15180","514","渡　大生","12","所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.15(10:57)",,"完了","済"," 4. 3.15(22:35)","正常","正常",,,"○","－","吉田　由美"
"100","15180","311","リペアー","12","青色事業専従者給与に関する届出・変更届出書","税務署"," 4. 3.15(11:26)",,"完了","済"," 4. 3.15(22:35)","正常","正常","有",,,"－","大神　浩央"
"101","99999","475","宮崎　光文",,"青色事業専従者給与に関する届出・変更届出書","税務署"," 4. 3.15(22:17)",,"完了","済"," 4. 3.15(22:26)","正常","正常","有",,,"－","林谷　紘佑"
"102","5121","128","小田 乃芙絵",,"所得税の青色申告承認申請書","税務署"," 4. 3.15(22:16)",,"完了","済"," 4. 3.15(22:25)","正常","正常",,,,"－","河野　秀太"
"103","15180","654","流田　直美　　　",,"所得税の青色申告の取りやめ届出書","税務署"," 4. 3.15(19:37)",,"完了","済"," 4. 3.15(22:05)","正常","正常",," 4. 3.15",,"－","岡村　直幸"
"104","15180","654","流田　直美　　　",,"個人事業の開業・廃業等届出書","税務署"," 4. 3.15(19:37)",,"完了","済"," 4. 3.15(22:04)","正常","正常",," 4. 3.15",,"－","岡村　直幸"
"105","15180","536","鮨　喰切り　すし久　ｓｕｓｈｉ　ｋｙｕ","12","消費税課税事業者届出書","税務署"," 4. 3.15(12:13)",,"完了","済"," 4. 3.15(22:03)","正常","正常","有",,,"－","大神　浩央"
"106","15180","320","中野　信明","12","消費税課税事業者届出書","税務署"," 4. 3.15(21:33)",,"完了","済"," 4. 3.15(22:02)","正常","正常","有"," 4. 3.15",,"－","吉田　由美"
"107","15180","320","中野　信明","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.15(21:33)",,"完了","済"," 4. 3.15(22:01)","正常","正常",," 4. 3.15",,"－","吉田　由美"
"108","5121","901","田坂　健太郎",,"所得税の青色申告承認申請書","税務署"," 4. 3. 4(09:37)",,"完了","済"," 4. 3.15(19:28)","正常","正常",,,,"－","大神　浩央"
"109","99999","095","所　信宏","12","所得税の暗号資産の評価方法の届出書","税務署"," 4. 3.15(16:41)",,"完了","済"," 4. 3.15(19:28)","正常","正常",,,,"－","船岡　亮輔"
"110","15180","750","クローバー産業","12","消費税課税事業者届出書","税務署"," 4. 3.14(10:40)",,"完了","済"," 4. 3.15(19:28)","正常","正常","有",,,"－","大神　浩央"
"111","5121","216","多々良　祐司",,"所得税の青色申告承認申請書","税務署"," 4. 3.11(14:34)",,"完了","済"," 4. 3.15(16:33)","正常","正常",," 4. 3.11",,"－","加藤　雄也"
"112","5121","216","多々良　祐司",,"個人事業の開業・廃業等届出書","税務署"," 4. 3.11(14:34)",,"完了","済"," 4. 3.15(16:33)","正常","正常",," 4. 3.11",,"－","加藤　雄也"
"113","99999","186","小串　明弘","12","所得税の青色申告承認申請書","税務署"," 4. 3.11(10:14)",,"完了","済"," 4. 3.15(16:32)","正常","正常",,,,"－","佐々木　渉"
"114","99999","090","山岡　絵美","12","所得税の青色申告承認申請書","税務署"," 4. 3.15(09:51)",,"完了","済"," 4. 3.15(16:32)","正常","正常",,,,"－","船岡　亮輔"
"115","99999","090","山岡　絵美","12","個人事業の開業・廃業等届出書","税務署"," 4. 3.15(09:51)",,"完了","済"," 4. 3.15(16:32)","正常","正常",,,,"－","船岡　亮輔"
"116","15180","341","キーストーン","12","事業廃止届出書（消費税）","税務署"," 4. 3.12(13:23)",,"完了","済"," 4. 3.15(16:31)","正常","正常",,,,"－","佐々木　博也"
"117","15180","341","キーストーン","12","個人事業の開業・廃業等届出書","税務署"," 4. 3.12(13:23)",,"完了","済"," 4. 3.15(16:31)","正常","正常",,,,"－","佐々木　博也"
"118","15180","058","もつ壱　本店","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3.15(09:10)",,"完了","済"," 4. 3.15(16:30)","正常","正常",,,,"－","佐々木　博也"
"119","99999","294","田尻　明","12","所得税の青色申告承認申請書","税務署"," 4. 3.10(11:02)",,"完了","済"," 4. 3.15(15:35)","正常","正常",,,,"－","三上　貴史"
"120","99999","294","田尻　明","12","個人事業の開業・廃業等届出書","税務署"," 4. 3.10(11:02)",,"完了","済"," 4. 3.15(15:35)","正常","正常",,,,"－","三上　貴史"
"121","99999","094","中村　陵","12","所得税・消費税の納税地の異動又は変更に関する届出書","税務署"," 4. 3.10(18:24)",,"完了","済"," 4. 3.15(15:34)","正常","正常",,,,"－","佐藤　秀史"
"122","15180","186","牛のとりこ","12","所得税の減価償却資産の償却方法の届出書","税務署"," 4. 3. 2(20:05)",,"完了","済"," 4. 3.15(15:34)","正常","正常",,,,"－","佐々木　博也"
"123","15180","181","Ｂａｓｅ　ｏｆ　ｃａｎｄｌｅｓ","12","消費税課税事業者届出書","税務署"," 4. 3.11(11:26)",,"完了","済"," 4. 3.15(15:33)","正常","正常","有",,,"－","菊池　未紗"
"124","15180","317","ｓｃｅｌｔ","12","消費税課税事業者届出書","税務署"," 4. 2.24(19:11)",,"完了","済"," 4. 3.15(15:33)","正常","正常","有",,,"－","菊池　未紗"
"125","15180","973","ＷＨＩＴＥ","12","青色事業専従者給与に関する届出・変更届出書","税務署"," 4. 3.14(21:07)",,"完了","済"," 4. 3.15(09:44)","正常","正常","有",,,"－","前田　拓哉"
"126","15180","483","康工業","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3. 8(09:38)",,"完了","済"," 4. 3.15(09:43)","正常","正常",,,,"－","横井　要"
"127","15180","277","炭火焼　河童　川内店","12","消費税の納税義務者でなくなった旨の届出書","税務署"," 4. 3. 7(18:30)",,"完了","済"," 4. 3.15(09:41)","正常","正常",,,,"－","上畠　達也"
"128","5121","082","有限会社　三興","3","（地方）異動届","広島県西部県税事務所（広島）"," 4. 2.21(19:10)",,"完了","済"," 4. 3.10(21:08)","正常","正常",,,,"－","塚澤　愛"
"129","5121","082","有限会社　三興","3","（地方）異動届","広島市"," 4. 2.21(19:09)",,"完了","済"," 4. 3.10(21:08)","正常","正常",,,,"－","塚澤　愛"
"130","5121","082","有限会社　三興","3","異動届出書","税務署"," 4. 2.21(19:10)",,"完了","済"," 4. 3.10(21:08)","正常","正常",,,,"－","塚澤　愛"
"131","5121","429","ＳＰＬＥＮＤＯＲＥ　株式会社","6","（地方）法人設立・設置届出書","広島市"," 4. 3. 8(13:22)",,"完了","済"," 4. 3. 9(14:04)","正常","正常",,,,"－","木村　大介"
"132","5121","429","ＳＰＬＥＮＤＯＲＥ　株式会社","6","（地方）法人設立・設置届出書","広島県西部県税事務所（広島）"," 4. 3. 8(13:22)",,"完了","済"," 4. 3. 9(14:04)","正常","正常",,,,"－","木村　大介"
"133","5121","429","ＳＰＬＥＮＤＯＲＥ　株式会社","6","源泉所得税の納期の特例の承認に関する申請書","税務署"," 4. 3. 8(08:49)",,"完了","済"," 4. 3. 9(14:03)","正常","正常",,,,"－","木村　大介"
"134","5121","429","ＳＰＬＥＮＤＯＲＥ　株式会社","6","青色申告の承認申請書","税務署"," 4. 3. 8(13:27)",,"完了","済"," 4. 3. 9(14:03)","正常","正常",,,,"－","木村　大介"
"135","5121","429","ＳＰＬＥＮＤＯＲＥ　株式会社","6","給与支払事務所等の開設・移転・廃止届出書","税務署"," 4. 3. 8(08:49)",,"完了","済"," 4. 3. 9(14:03)","正常","正常",,,,"－","木村　大介"
"136","5121","429","ＳＰＬＥＮＤＯＲＥ　株式会社","6","法人設立届出書","税務署"," 4. 3. 8(13:22)",,"完了","済"," 4. 3. 9(14:03)","正常","正常",,,,"－","木村　大介"
